District,Grade,Year,Category,Number Tested,Mean Scale Score,Level 1 #,Level 1 %,Level 2 #,Level 2 %,Level 3 #,Level 3 %,Level 4 #,Level 4 %,#,%
7,5,2018,Male,633,588,356,56.2,136,21.5,88,13.9,53,8.4,141,22.3
7,6,2013,Male,695,276,383,55.1,236,34.0,62,8.9,14,2.0,76,10.9
7,6,2014,Male,712,275,408,57.3,239,33.6,43,6.0,22,3.1,65,9.1
7,6,2015,Male,693,275,404,58.3,208,30.0,58,8.4,23,3.3,81,11.7
7,6,2016,Male,626,276,320,51.1,225,35.9,56,8.9,25,4.0,81,12.9
7,6,2017,Male,655,271,395,60.3,176,26.9,57,8.7,27,4.1,84,12.8
7,6,2018,Male,573,585,345,60.2,149,26.0,63,11.0,16,2.8,79,13.8
7,7,2013,Male,663,275,471,71.0,148,22.3,41,6.2,3,0.5,44,6.6
7,7,2014,Male,672,278,440,65.5,166,24.7,62,9.2,4,0.6,66,9.8
7,7,2015,Male,685,278,432,63.1,198,28.9,50,7.3,5,0.7,55,8.0
7,7,2016,Male,682,278,441,64.7,174,25.5,52,7.6,15,2.2,67,9.8
7,7,2017,Male,628,281,373,59.4,183,29.1,61,9.7,11,1.8,72,11.5
7,7,2018,Male,643,585,409,63.6,136,21.2,78,12.1,20,3.1,98,15.2
7,8,2013,Male,717,274,435,60.7,234,32.6,40,5.6,8,1.1,48,6.7
7,8,2014,Male,634,272,410,64.7,174,27.4,38,6.0,12,1.9,50,7.9
7,8,2015,Male,646,271,415,64.2,173,26.8,47,7.3,11,1.7,58,9.0
7,8,2016,Male,640,268,434,67.8,158,24.7,38,5.9,10,1.6,48,7.5
7,8,2017,Male,589,266,404,68.6,146,24.8,26,4.4,13,2.2,39,6.6
7,8,2018,Male,601,589,362,60.2,161,26.8,52,8.7,26,4.3,78,13.0
7,All Grades,2013,Male,4259,277,2539,59.6,1284,30.1,372,8.7,64,1.5,436,10.2
7,All Grades,2014,Male,4170,279,2376,57.0,1259,30.2,411,9.9,124,3.0,535,12.8
7,All Grades,2015,Male,4128,279,2307,55.9,1240,30.0,451,10.9,130,3.1,581,14.1
7,All Grades,2016,Male,3972,280,2193,55.2,1145,28.8,443,11.2,191,4.8,634,16.0
7,All Grades,2017,Male,3842,280,2106,54.8,1092,28.4,440,11.5,204,5.3,644,16.8
7,All Grades,2018,Male,3768,588,1996,53.0,927,24.6,575,15.3,270,7.2,845,22.4
8,3,2013,Female,1020,291,400,39.2,390,38.2,171,16.8,59,5.8,230,22.5
8,3,2014,Female,1094,294,397,36.3,414,37.8,188,17.2,95,8.7,283,25.9
8,3,2015,Female,1079,296,404,37.4,379,35.1,186,17.2,110,10.2,296,27.4
8,3,2016,Female,1079,292,382,35.4,420,38.9,187,17.3,90,8.3,277,25.7
8,3,2017,Female,1010,293,373,36.9,349,34.6,184,18.2,104,10.3,288,28.5
8,3,2018,Female,1063,595,326,30.7,293,27.6,296,27.8,148,13.9,444,41.8
8,4,2013,Female,1082,291,420,38.8,407,37.6,186,17.2,69,6.4,255,23.6
8,4,2014,Female,1026,295,375,36.5,352,34.3,194,18.9,105,10.2,299,29.1
8,4,2015,Female,1085,290,413,38.1,397,36.6,180,16.6,95,8.8,275,25.3
8,4,2016,Female,1072,294,407,38.0,338,31.5,192,17.9,135,12.6,327,30.5
8,4,2017,Female,1094,289,443,40.5,382,34.9,172,15.7,97,8.9,269,24.6
8,4,2018,Female,1021,593,380,37.2,314,30.8,168,16.5,159,15.6,327,32.0
8,5,2013,Female,1132,292,570,50.4,326,28.8,199,17.6,37,3.3,236,20.8
8,5,2014,Female,1073,299,429,40.0,346,32.2,190,17.7,108,10.1,298,27.8
8,5,2015,Female,1033,299,385,37.3,356,34.5,215,20.8,77,7.5,292,28.3
8,5,2016,Female,1053,296,455,43.2,349,33.1,169,16.0,80,7.6,249,23.6
8,5,2017,Female,1030,298,437,42.4,305,29.6,200,19.4,88,8.5,288,28.0
8,5,2018,Female,1113,594,451,40.5,328,29.5,222,19.9,112,10.1,334,30.0
8,6,2013,Female,1069,285,488,45.7,428,40.0,104,9.7,49,4.6,153,14.3
8,6,2014,Female,1054,286,503,47.7,348,33.0,129,12.2,74,7.0,203,19.3
8,6,2015,Female,986,288,432,43.8,323,32.8,143,14.5,88,8.9,231,23.4
8,6,2016,Female,951,289,378,39.7,362,38.1,121,12.7,90,9.5,211,22.2
8,6,2017,Female,1013,291,410,40.5,348,34.4,148,14.6,107,10.6,255,25.2
8,6,2018,Female,991,592,445,44.9,287,29.0,158,15.9,101,10.2,259,26.1
8,7,2013,Female,1094,284,654,59.8,305,27.9,119,10.9,16,1.5,135,12.3
8,7,2014,Female,1059,286,605,57.1,316,29.8,106,10.0,32,3.0,138,13.0
8,7,2015,Female,1052,287,543,51.6,327,31.1,148,14.1,34,3.2,182,17.3
8,7,2016,Female,1001,287,540,53.9,274,27.4,124,12.4,63,6.3,187,18.7
8,7,2017,Female,931,292,463,49.7,284,30.5,128,13.7,56,6.0,184,19.8
8,7,2018,Female,1048,594,461,44.0,295,28.1,178,17.0,114,10.9,292,27.9
8,8,2013,Female,1138,282,599,52.6,399,35.1,108,9.5,32,2.8,140,12.3
8,8,2014,Female,983,279,550,56.0,317,32.2,80,8.1,36,3.7,116,11.8
8,8,2015,Female,952,279,579,60.8,285,29.9,62,6.5,26,2.7,88,9.2
8,8,2016,Female,901,280,510,56.6,257,28.5,93,10.3,41,4.6,134,14.9
8,8,2017,Female,970,285,456,47.0,339,34.9,133,13.7,42,4.3,175,18.0
8,8,2018,Female,928,598,364,39.2,307,33.1,136,14.7,121,13.0,257,27.7
8,All Grades,2013,Female,6535,288,3131,47.9,2255,34.5,887,13.6,262,4.0,1149,17.6
8,All Grades,2014,Female,6289,290,2859,45.5,2093,33.3,887,14.1,450,7.2,1337,21.3
8,All Grades,2015,Female,6187,290,2756,44.5,2067,33.4,934,15.1,430,7.0,1364,22.0
8,All Grades,2016,Female,6057,290,2672,44.1,2000,33.0,886,14.6,499,8.2,1385,22.9
8,All Grades,2017,Female,6048,291,2582,42.7,2007,33.2,965,16.0,494,8.2,1459,24.1
8,All Grades,2018,Female,6164,595,2427,39.4,1824,29.6,1158,18.8,755,12.2,1913,31.0
8,3,2013,Male,1098,290,454,41.3,390,35.5,186,16.9,68,6.2,254,23.1
8,3,2014,Male,1217,291,466,38.3,430,35.3,229,18.8,92,7.6,321,26.4
8,3,2015,Male,1155,293,439,38.0,389,33.7,211,18.3,116,10.0,327,28.3
8,3,2016,Male,1092,292,408,37.4,380,34.8,188,17.2,116,10.6,304,27.8
8,3,2017,Male,1115,291,434,38.9,327,29.3,227,20.4,127,11.4,354,31.7
8,3,2018,Male,1100,593,398,36.2,254,23.1,303,27.5,145,13.2,448,40.7
8,4,2013,Male,1148,289,471,41.0,416,36.2,195,17.0,66,5.7,261,22.7
8,4,2014,Male,1071,291,416,38.8,369,34.5,188,17.6,98,9.2,286,26.7
8,4,2015,Male,1193,288,494,41.4,402,33.7,194,16.3,103,8.6,297,24.9
8,4,2016,Male,1170,291,451,38.5,375,32.1,213,18.2,131,11.2,344,29.4
8,4,2017,Male,1081,290,427,39.5,357,33.0,171,15.8,126,11.7,297,27.5
8,4,2018,Male,1104,593,425,38.5,319,28.9,184,16.7,176,15.9,360,32.6
8,5,2013,Male,1174,290,621,52.9,333,28.4,166,14.1,54,4.6,220,18.7
8,5,2014,Male,1152,297,478,41.5,351,30.5,239,20.7,84,7.3,323,28.0
8,5,2015,Male,1041,295,443,42.6,292,28.0,236,22.7,70,6.7,306,29.4
8,5,2016,Male,1198,294,532,44.4,389,32.5,201,16.8,76,6.3,277,23.1
8,5,2017,Male,1177,297,520,44.2,284,24.1,272,23.1,101,8.6,373,31.7
8,5,2018,Male,1113,593,504,45.3,283,25.4,187,16.8,139,12.5,326,29.3
8,6,2013,Male,1175,283,591,50.3,423,36.0,103,8.8,58,4.9,161,13.7
8,6,2014,Male,1087,282,550,50.6,354,32.6,111,10.2,72,6.6,183,16.8
8,6,2015,Male,1072,284,485,45.2,380,35.4,130,12.1,77,7.2,207,19.3
8,6,2016,Male,974,283,449,46.1,322,33.1,110,11.3,93,9.5,203,20.8
